,Name,Vertex,Edges,Density,Max. Degree,Avg. Degree,Max. k-core,Avg. Clustering Coeff.,Diameter,Average Path Length,Total Triangles,Avg. Eigenvector Centrality
19,PA,40,144,0.18461538461538463,39,7.2,4,0.9150004906583854,2,1.8153846153846154,203.0,0.1359383111688444
20,PA,50,49,0.04,11,1.96,1,0.0,12,4.713469387755102,0.0,0.08926168631084386
21,PA,50,264,0.21551020408163266,26,10.56,6,0.3155953390621583,3,1.8693877551020408,322.0,0.12650972361421225
22,PA,50,429,0.35020408163265304,35,17.16,11,0.4199266076485471,3,1.653061224489796,1074.0,0.1337448878598061
23,PA,50,544,0.4440816326530612,40,21.76,15,0.5953296721745217,2,1.5559183673469388,2328.0,0.13434129730660246
24,PA,50,609,0.49714285714285716,46,24.36,17,0.6476292018652475,2,1.502857142857143,3157.0,0.13532898781308172
25,PA,50,624,0.5093877551020408,48,24.96,18,0.7490370358258924,2,1.4906122448979593,3817.0,0.13343887465728652
26,PA,50,589,0.48081632653061224,49,23.56,17,0.8224700779494214,2,1.5191836734693878,3603.0,0.13184054867818312
27,PA,50,504,0.4114285714285714,49,20.16,14,0.830423769423157,2,1.5885714285714285,2523.0,0.13006646914775893
28,PA,50,369,0.30122448979591837,49,14.76,9,0.8737526939298108,2,1.6987755102040816,1284.0,0.1262995492825152
29,PA,50,184,0.15020408163265306,49,7.36,4,0.9296075639629889,2,1.849795918367347,263.0,0.11971246597413282
30,PA,60,59,0.03333333333333333,10,1.9666666666666666,1,0.0,8,4.66271186440678,0.0,0.08423136737749949
31,PA,60,324,0.18305084745762712,30,10.8,6,0.3158665577945429,3,1.9412429378531073,388.0,0.11462794445969551
32,PA,60,539,0.3045197740112994,41,17.966666666666665,11,0.4327139219808763,3,1.7,1433.0,0.12041319467162917
33,PA,60,704,0.3977401129943503,48,23.466666666666665,15,0.5183712597674798,2,1.6022598870056497,2924.0,0.12237217101133731
34,PA,60,819,0.46271186440677964,54,27.3,19,0.6057631109451219,2,1.5372881355932204,4553.0,0.12307376403130796
35,PA,60,884,0.4994350282485876,58,29.466666666666665,21,0.6774713183682023,3,1.501129943502825,5944.0,0.12252700970724101
36,PA,60,899,0.507909604519774,57,29.966666666666665,21,0.7177367312143712,2,1.492090395480226,6308.0,0.12273949151377789
37,PA,60,864,0.488135593220339,58,28.8,20,0.7882063207703424,2,1.511864406779661,6265.0,0.12110559334560578
38,PA,60,779,0.4401129943502825,59,25.966666666666665,18,0.8261818107517649,2,1.5598870056497176,5172.0,0.11941334921769384
39,PA,60,644,0.3638418079096045,59,21.466666666666665,14,0.8488538798108969,2,1.6361581920903956,3461.0,0.11689902069120121
40,PA,60,459,0.2593220338983051,59,15.3,9,0.8879202082270792,2,1.740677966101695,1643.0,0.1137390380414652
41,PA,60,224,0.12655367231638417,59,7.466666666666667,4,0.9399861228350262,2,1.8734463276836157,322.0,0.10805341676668324
42,PA,70,69,0.02857142857142857,16,1.9714285714285715,1,0.0,8,4.04927536231884,0.0,0.0751643197058606
43,PA,70,384,0.15900621118012423,38,10.971428571428572,6,0.25174718089304743,3,1.9701863354037268,390.0,0.10515732306858637
44,PA,70,649,0.26873706004140785,47,18.542857142857144,11,0.3795262375725353,3,1.7383022774327122,1610.0,0.11046893167296669
45,PA,70,864,0.3577639751552795,49,24.685714285714287,16,0.4592898073312747,3,1.6426501035196688,3399.0,0.11297036247248404
46,PA,70,1029,0.4260869565217391,59,29.4,20,0.5493233127318982,2,1.5739130434782609,5667.0,0.11378747208258717
47,PA,70,1144,0.47370600414078673,61,32.68571428571428,22,0.6112353808592539,2,1.5262939958592132,7709.0,0.11413205835715728
48,PA,70,1209,0.5006211180124224,64,34.542857142857144,25,0.6770254538749847,2,1.4993788819875777,9358.0,0.11405301709238441
49,PA,70,1224,0.506832298136646,68,34.97142857142857,26,0.75233152133099,2,1.493167701863354,10577.0,0.11293089983389686
50,PA,70,1189,0.49233954451345757,69,33.97142857142857,25,0.7815087690395857,2,1.5076604554865425,10321.0,0.11194856348836442
51,PA,70,1104,0.45714285714285713,69,31.542857142857144,21,0.8108014553859414,2,1.542857142857143,8930.0,0.11105454636810051
52,PA,70,969,0.4012422360248447,69,27.685714285714287,19,0.848827444069267,2,1.5987577639751553,6910.0,0.10940149689718506
53,PA,70,784,0.32463768115942027,69,22.4,14,0.8684540154960877,2,1.6753623188405797,4402.0,0.10697265578038706
54,PA,70,549,0.22732919254658385,69,15.685714285714285,9,0.8995159803585412,2,1.772670807453416,1999.0,0.10415569502430214
55,PA,70,264,0.1093167701863354,69,7.542857142857143,4,0.9477477397842323,2,1.8906832298136647,382.0,0.09904351441996716
56,PA,80,79,0.025,15,1.975,1,0.0,10,4.165189873417722,0.0,0.07181028086537897
57,PA,80,444,0.14050632911392405,45,11.1,6,0.2765927670505127,4,2.007594936708861,476.0,0.0970069042321299
58,PA,80,759,0.24018987341772152,50,18.975,11,0.35383705935105364,3,1.7737341772151898,1872.0,0.10190660436797097
59,PA,80,1024,0.3240506329113924,55,25.6,16,0.44154008660959604,2,1.6759493670886076,4075.0,0.10464801596542088
60,PA,80,1239,0.3920886075949367,60,30.975,20,0.5090311089803432,3,1.6082278481012657,6823.0,0.10572339461672882
61,PA,80,1404,0.4443037974683544,64,35.1,24,0.5474444880630595,2,1.5556962025316456,9228.0,0.1071463479058484
62,PA,80,1519,0.4806962025316456,71,37.975,26,0.637927454219495,2,1.5193037974683545,12352.0,0.1067184226525553
63,PA,80,1584,0.5012658227848101,75,39.6,28,0.6754384857092036,2,1.4987341772151899,14177.0,0.10661491237139673
64,PA,80,1599,0.5060126582278481,75,39.975,28,0.7370069415911358,2,1.4939873417721519,15565.0,0.1058321934003645
65,PA,80,1564,0.49493670886075947,77,39.1,27,0.7764632325704677,2,1.5050632911392405,15523.0,0.10503845391145447
66,PA,80,1479,0.4680379746835443,78,36.975,25,0.8009231070731484,2,1.5319620253164556,13990.0,0.10429932792013234
67,PA,80,1344,0.4253164556962025,79,33.6,23,0.8427034244357363,2,1.5746835443037974,11855.0,0.10281680993799287
68,PA,80,1159,0.3667721518987342,79,28.975,19,0.8563472499589189,2,1.6332278481012659,8534.0,0.10158506660337951
69,PA,80,924,0.29240506329113924,79,23.1,14,0.8776730083637077,2,1.7075949367088608,5261.0,0.09936683943172805
70,PA,80,639,0.20221518987341772,79,15.975,9,0.909281773816115,2,1.7977848101265823,2372.0,0.09631802858295398
71,PA,80,304,0.09620253164556962,79,7.6,4,0.9537457393816489,2,1.9037974683544303,442.0,0.09187916412744998
72,PA,90,89,0.022222222222222223,11,1.9777777777777779,1,0.0,10,4.524094881398252,0.0,0.06930201283410285
73,PA,90,504,0.1258426966292135,48,11.2,6,0.21300995803932385,3,2.0544319600499374,442.0,0.09180263773067916
74,PA,90,869,0.21697877652933834,51,19.31111111111111,11,0.31629822653620443,3,1.797003745318352,1963.0,0.09591292442659524
75,PA,90,1184,0.29563046192259673,71,26.31111111111111,16,0.4082669603427183,3,1.7048689138576778,4524.0,0.09837181078799803
76,PA,90,1449,0.36179775280898874,68,32.2,21,0.4718469573068843,2,1.6382022471910112,7679.0,0.09966098081919489
77,PA,90,1664,0.41548064918851435,75,36.977777777777774,25,0.5297310619612849,2,1.5845193508114856,11299.0,0.10027652614495014
78,PA,90,1829,0.4566791510611735,79,40.644444444444446,28,0.6021860506923372,2,1.5433208489388264,15240.0,0.10041612359999515
79,PA,90,1944,0.4853932584269663,83,43.2,30,0.6374020792022589,2,1.5146067415730338,18178.0,0.10055481139631697
80,PA,90,2009,0.5016229712858926,87,44.644444444444446,31,0.6976623802663375,2,1.4983770287141074,20927.0,0.10022975590980779
81,PA,90,2024,0.5053682896379526,87,44.977777777777774,32,0.7331345463359742,2,1.4946317103620474,22072.0,0.09990547376851071
82,PA,90,1989,0.4966292134831461,88,44.2,31,0.7770101408891209,2,1.503370786516854,22360.0,0.09914407229617087
83,PA,90,1904,0.47540574282147313,89,42.31111111111111,30,0.8035393804451475,2,1.524594257178527,20896.0,0.09838385896680255
84,PA,90,1769,0.44169787765293383,89,39.31111111111111,27,0.8310535493659887,2,1.558302122347066,18220.0,0.09746109623998574
85,PA,90,1584,0.3955056179775281,89,35.2,24,0.847106408003429,2,1.604494382022472,14410.0,0.09642872289700567
86,PA,90,1349,0.33682896379525595,89,29.977777777777778,19,0.864601943066897,2,1.663171036204744,10236.0,0.09493525633837133
87,PA,90,1064,0.26566791510611737,89,23.644444444444446,14,0.8865091603981012,2,1.7343320848938826,6165.0,0.0928857275096462
88,PA,90,729,0.18202247191011237,89,16.2,9,0.9172186024574642,2,1.8179775280898876,2721.0,0.09016875234608379
89,PA,90,344,0.08589263420724094,89,7.644444444444445,4,0.9585158848401761,2,1.914107365792759,502.0,0.08601389408971254
90,PA,100,99,0.02,11,1.98,1,0.0,11,5.113131313131313,0.0,0.06340866143392797
91,PA,100,564,0.11393939393939394,42,11.28,6,0.20109263279043763,3,2.11010101010101,462.0,0.08665614932910881
92,PA,100,979,0.19777777777777777,60,19.58,11,0.2811437619500251,3,1.8272727272727274,2067.0,0.09024741154009104
93,PA,100,1344,0.27151515151515154,65,26.88,16,0.37524666930428197,3,1.7292929292929293,4929.0,0.09269176871405006
94,PA,100,1659,0.33515151515151514,71,33.18,21,0.43707065244731447,2,1.6648484848484848,8556.0,0.09416917148472366
95,PA,100,1924,0.3886868686868687,76,38.48,25,0.5017643550109583,2,1.6113131313131313,12922.0,0.09490819615291544
96,PA,100,2139,0.43212121212121213,87,42.78,28,0.5606949119111642,2,1.5678787878787879,17677.0,0.09524218281344714
97,PA,100,2304,0.46545454545454545,87,46.08,31,0.6039235892660324,2,1.5345454545454544,21870.0,0.09550617612272484
98,PA,100,2419,0.48868686868686867,91,48.38,34,0.6478275531076119,2,1.5113131313131314,25661.0,0.09541372761064944
99,PA,100,2484,0.5018181818181818,95,49.68,35,0.6995699197082413,2,1.4981818181818183,29025.0,0.09498695138705152
100,PA,100,2499,0.5048484848484849,99,49.98,34,0.7323657554007923,2,1.4951515151515151,30386.0,0.09471061638057715
101,PA,100,2464,0.49777777777777776,97,49.28,35,0.7599889741434663,2,1.5022222222222221,30352.0,0.09427520922400211
102,PA,100,2379,0.4806060606060606,99,47.58,33,0.7975421508250884,2,1.5193939393939393,29211.0,0.09359059836920572
103,PA,100,2244,0.4533333333333333,99,44.88,31,0.8248527642298403,2,1.5466666666666666,26446.0,0.09276415658626778
104,PA,100,2059,0.415959595959596,99,41.18,27,0.8406959481874661,2,1.5840404040404041,22175.0,0.0918823377501147
105,PA,100,1824,0.36848484848484847,99,36.48,24,0.8546638184301747,2,1.6315151515151516,17143.0,0.09079614443894181
106,PA,100,1539,0.3109090909090909,99,30.78,19,0.8724330584267532,2,1.6890909090909092,11972.0,0.0892900378822718
107,PA,100,1204,0.24323232323232324,99,24.08,14,0.8943260971285344,2,1.7567676767676768,7066.0,0.08746209944636744
108,PA,100,819,0.16545454545454547,99,16.38,9,0.9239975300518236,2,1.8345454545454545,3080.0,0.08491993106095064
109,PA,100,384,0.07757575757575758,99,7.68,4,0.9624026263442783,2,1.9224242424242424,563.0,0.08105984981406113
110,PA,110,109,0.01818181818181818,17,1.981818181818182,1,0.0,11,4.850875729774812,0.0,0.05348065763239292
111,PA,110,624,0.10408673894912426,42,11.345454545454546,6,0.18968629535872453,3,2.127773144286906,513.0,0.08180126141341978
112,PA,110,1089,0.181651376146789,57,19.8,11,0.26835412403872727,3,1.8548790658882401,2249.0,0.08529507403569572
113,PA,110,1504,0.2508757297748123,72,27.345454545454544,16,0.34980289233922596,3,1.7512927439532944,5271.0,0.08798754554055326
114,PA,110,1869,0.31175979983319435,74,33.981818181818184,21,0.4129156730864228,2,1.6882402001668058,9406.0,0.08942001173126793
115,PA,110,2184,0.36430358632193494,83,39.70909090909091,26,0.47698830551561433,2,1.635696413678065,14757.0,0.0898689582611762
116,PA,110,2449,0.4085070892410342,88,44.527272727272724,29,0.5072393173807984,2,1.5914929107589657,19260.0,0.09104053290769942
117,PA,110,2664,0.4443703085904921,96,48.43636363636364,33,0.5717380109935745,2,1.555629691409508,25440.0,0.09094503653202804
118,PA,110,2829,0.4718932443703086,97,51.43636363636364,36,0.614468943843693,2,1.5281067556296914,30399.0,0.09113605586867073
119,PA,110,2944,0.49107589658048373,101,53.527272727272724,37,0.6547641074208306,2,1.5089241034195162,34920.0,0.0909713550967245
120,PA,110,3009,0.5019182652210176,105,54.70909090909091,38,0.6987709150213491,2,1.4980817347789825,38433.0,0.09075650043666351
121,PA,110,3024,0.5044203502919099,104,54.981818181818184,38,0.7327446109619473,2,1.49557964970809,40533.0,0.09032445294651038
122,PA,110,2989,0.49858215179316095,107,54.345454545454544,37,0.7594416127768707,2,1.501417848206839,40601.0,0.08997444939006224
123,PA,110,2904,0.48440366972477067,108,52.8,35,0.7846957256715593,2,1.5155963302752293,39176.0,0.08942973646816052
124,PA,110,2769,0.46188490408673893,108,50.345454545454544,36,0.8283240032369313,2,1.538115095913261,37056.0,0.08854209338996685
125,PA,110,2584,0.43102585487906586,108,46.981818181818184,31,0.8325897678635132,2,1.568974145120934,31769.0,0.08801265791464344
126,PA,110,2349,0.39182652210175145,109,42.70909090909091,28,0.85136674330345,2,1.6081734778982486,26229.0,0.08706669374166269
127,PA,110,2064,0.34428690575479565,109,37.527272727272724,24,0.8628608773073104,2,1.6557130942452043,19861.0,0.08602737960623298
128,PA,110,1729,0.2884070058381985,109,31.436363636363637,19,0.8792526498151063,2,1.7115929941618016,13626.0,0.08462626393789387
129,PA,110,1344,0.22418682235195997,109,24.436363636363637,14,0.9012920425939668,2,1.7758131776480401,7977.0,0.08280202135926584
130,PA,110,909,0.15162635529608007,109,16.527272727272727,9,0.9297682659030703,2,1.8483736447039198,3435.0,0.08047453620757958
131,PA,110,424,0.0707256046705588,109,7.709090909090909,4,0.9656186712328778,2,1.9292743953294411,622.0,0.07691481472114446
132,PA,120,119,0.016666666666666666,24,1.9833333333333334,1,0.0,12,5.145098039215687,0.0,0.04751299179595323
133,PA,120,684,0.0957983193277311,40,11.4,6,0.1804358554703775,3,2.189775910364146,548.0,0.07768451104508507
134,PA,120,1199,0.16792717086834733,63,19.983333333333334,11,0.2779951500472959,3,1.8647058823529412,2540.0,0.08116338848344933
135,PA,120,1664,0.2330532212885154,68,27.733333333333334,16,0.3345824732458094,3,1.7710084033613445,5746.0,0.08364302168448973
136,PA,120,2079,0.2911764705882353,82,34.65,21,0.3798622756344131,3,1.7089635854341736,9884.0,0.085536425666513
137,PA,120,2444,0.342296918767507,85,40.733333333333334,26,0.4502383971829668,2,1.657703081232493,15883.0,0.08606225459073467
138,PA,120,2759,0.38641456582633055,95,45.983333333333334,30,0.48545185665116214,2,1.6135854341736695,21882.0,0.08664803038962401
139,PA,120,3024,0.4235294117647059,101,50.4,33,0.5435285505912687,2,1.576470588235294,28641.0,0.08706302479215387
140,PA,120,3239,0.45364145658263305,106,53.983333333333334,37,0.5788427790898276,2,1.546358543417367,34959.0,0.08717748967734175
141,PA,120,3404,0.47675070028011207,107,56.733333333333334,39,0.6190207956603865,2,1.5232492997198879,40829.0,0.08724348166142638
142,PA,120,3519,0.4928571428571429,109,58.65,40,0.6678961537809691,2,1.5071428571428571,46448.0,0.08704911676204818
143,PA,120,3584,0.5019607843137255,112,59.733333333333334,41,0.690970180605282,2,1.4980392156862745,49749.0,0.08690750122676255
144,PA,120,3599,0.5040616246498599,117,59.983333333333334,41,0.7364576890884715,2,1.49593837535014,52970.0,0.08642867102564779
145,PA,120,3564,0.4991596638655462,118,59.4,41,0.7683050578329239,2,1.5008403361344538,53657.0,0.08603233771977878
146,PA,120,3479,0.4872549019607843,119,57.983333333333334,41,0.7876317582145133,2,1.5127450980392156,51887.0,0.08564894671120804
147,PA,120,3344,0.46834733893557423,116,55.733333333333334,37,0.8028462379909932,2,1.5316526610644259,48327.0,0.08516169814167514
148,PA,120,3159,0.44243697478991595,119,52.65,35,0.8282993106566463,2,1.557563025210084,43761.0,0.08447464938756652
149,PA,120,2924,0.4095238095238095,119,48.733333333333334,32,0.8418034145804001,2,1.5904761904761904,37319.0,0.08378603195373933
150,PA,120,2639,0.3696078431372549,119,43.983333333333334,29,0.8564550681106051,2,1.630392156862745,30147.0,0.08291483470593652
151,PA,120,2304,0.3226890756302521,119,38.4,24,0.8689154395910399,2,1.677310924369748,22571.0,0.08186552455131475
152,PA,120,1919,0.2687675070028011,119,31.983333333333334,19,0.8858182618870781,2,1.731232492997199,15356.0,0.0804625719010401
153,PA,120,1484,0.20784313725490197,119,24.733333333333334,14,0.9074334896687188,2,1.7921568627450981,8875.0,0.07880870287139834
154,PA,120,999,0.13991596638655462,119,16.65,9,0.9347692616168456,2,1.8600840336134454,3798.0,0.07657626082203396
155,PA,120,464,0.06498599439775911,119,7.733333333333333,4,0.9683349935944102,2,1.935014005602241,683.0,0.07325903178032687
156,PA,130,129,0.015384615384615385,13,1.9846153846153847,1,0.0,13,5.446273106738223,0.0,0.049560559878572934
157,PA,130,744,0.0887298747763864,54,11.446153846153846,6,0.1920445648705772,4,2.186642814549791,616.0,0.07384519800369205
158,PA,130,1309,0.15611210494931424,53,20.138461538461538,11,0.2497772890845794,3,1.9014907573047108,2583.0,0.07741142910456038
159,PA,130,1824,0.21753130590339892,69,28.06153846153846,16,0.30678472553870684,3,1.7901013714967204,5928.0,0.08011951386420763
160,PA,130,2289,0.27298747763864045,83,35.215384615384615,21,0.36312170269813165,3,1.72737030411449,10763.0,0.08161671158245679
161,PA,130,2704,0.32248062015503876,91,41.6,26,0.4309533254406474,3,1.6776386404293382,17505.0,0.08219022871073363
162,PA,130,3069,0.36601073345259394,100,47.215384615384615,30,0.4770687356224723,2,1.633989266547406,24401.0,0.08303852225676839
163,PA,130,3384,0.4035778175313059,101,52.06153846153846,35,0.5050262220292985,2,1.5964221824686942,31203.0,0.08361685204385849
164,PA,130,3649,0.43518187239117473,107,56.13846153846154,37,0.5535939506636937,2,1.5648181276088253,39440.0,0.08367010595001984
165,PA,130,3864,0.46082289803220033,110,59.44615384615385,39,0.5891570413572427,2,1.5391771019677996,46493.0,0.08387283040939532
166,PA,130,4029,0.4805008944543828,121,61.98461538461538,41,0.6371693965901122,2,1.519499105545617,54217.0,0.08369511881480685
167,PA,130,4144,0.49421586165772213,119,63.753846153846155,43,0.6610568019054398,2,1.5057841383422779,59071.0,0.08373596940664367
168,PA,130,4209,0.5019677996422183,124,64.75384615384615,44,0.712656393412936,2,1.4980322003577817,65006.0,0.08331314812354021
169,PA,130,4224,0.5037567084078712,126,64.98461538461538,44,0.7282575797190631,2,1.4962432915921289,66689.0,0.08315195961329003
170,PA,130,4189,0.49958258795468097,127,64.44615384615385,44,0.7583501929360316,2,1.500417412045319,67719.0,0.08277861795700053
171,PA,130,4104,0.4894454382826476,127,63.13846153846154,44,0.7927590315404716,2,1.5105545617173524,67428.0,0.08221358273747392
172,PA,130,3969,0.473345259391771,128,61.06153846153846,42,0.8076238736863051,2,1.526654740608229,63445.0,0.08186083386927656
173,PA,130,3784,0.4512820512820513,129,58.215384615384615,39,0.8188897891037482,2,1.5487179487179488,57599.0,0.08144267893258818
174,PA,130,3549,0.4232558139534884,129,54.6,36,0.8365738080181557,2,1.5767441860465117,51040.0,0.08075331972223411
175,PA,130,3264,0.3892665474060823,129,50.215384615384615,33,0.8508334830194209,2,1.6107334525939176,42972.0,0.08004793672057285
176,PA,130,2929,0.34931425163983304,129,45.06153846153846,29,0.8602024518993321,2,1.650685748360167,34125.0,0.07920224304809032
177,PA,130,2544,0.3033989266547406,129,39.13846153846154,24,0.8749196140029675,2,1.6966010733452594,25387.0,0.07812605923021974
178,PA,130,2109,0.251520572450805,129,32.44615384615385,19,0.8915761668475772,2,1.748479427549195,16990.0,0.0769472900433519
179,PA,130,1624,0.19367918902802625,129,24.984615384615385,14,0.9129136646836395,2,1.8063208109719737,9774.0,0.07530800031190599
180,PA,130,1089,0.1298747763864043,129,16.753846153846155,9,0.9391128790657861,2,1.8701252236135957,4159.0,0.07317833673329792
181,PA,130,504,0.06010733452593918,129,7.753846153846154,4,0.9706502969720467,2,1.939892665474061,742.0,0.07011760247953391
182,PA,140,139,0.014285714285714285,35,1.9857142857142858,1,0.0,10,4.535868448098664,0.0,0.04250095186786546
183,PA,140,804,0.08263103802672148,42,11.485714285714286,6,0.16995117038672533,3,2.23360739979445,607.0,0.07042221588611833
184,PA,140,1419,0.1458376156217883,71,20.271428571428572,11,0.2565217921004009,3,1.908016443987667,2878.0,0.07402670275926554
185,PA,140,1984,0.2039054470709147,77,28.34285714285714,16,0.3018743608350347,3,1.8030832476875642,6458.0,0.0766750249367729
186,PA,140,2499,0.2568345323741007,93,35.7,21,0.367700220037758,3,1.743884892086331,12248.0,0.07779059002224269
187,PA,140,2964,0.3046248715313464,97,42.34285714285714,26,0.40588741354858276,3,1.6954779033915726,18564.0,0.07906322741797141
188,PA,140,3379,0.3472764645426516,109,48.27142857142857,30,0.45266818622773247,2,1.6527235354573484,26475.0,0.0796825763826794
189,PA,140,3744,0.3847893114080164,108,53.48571428571429,35,0.4896709289527561,2,1.6152106885919835,34718.0,0.08022219513022727
190,PA,140,4059,0.4171634121274409,119,57.98571428571429,38,0.538979464846852,2,1.582836587872559,44226.0,0.08045277676037428
191,PA,140,4324,0.444398766700925,121,61.77142857142857,41,0.5667582993441986,2,1.555601233299075,52428.0,0.08073265607239537
192,PA,140,4539,0.46649537512846867,123,64.84285714285714,44,0.5999696426031619,2,1.5335046248715314,60642.0,0.08081952576503079
193,PA,140,4704,0.48345323741007196,127,67.2,46,0.637897984551791,2,1.516546762589928,68823.0,0.0806813889240002
194,PA,140,4819,0.49527235354573484,133,68.84285714285714,45,0.6762971794288296,2,1.5047276464542652,76009.0,0.08048732203613164
195,PA,140,4884,0.5019527235354574,136,69.77142857142857,47,0.6989541683395194,2,1.4980472764645427,80143.0,0.0803932490984697
196,PA,140,4899,0.5034943473792395,134,69.98571428571428,49,0.7327284183953702,2,1.4965056526207605,83943.0,0.08005507830961701
197,PA,140,4864,0.4998972250770812,135,69.48571428571428,47,0.7562235602745196,2,1.5001027749229188,84671.0,0.0798013632673202
198,PA,140,4779,0.4911613566289825,139,68.27142857142857,47,0.7848198357339492,2,1.5088386433710175,84237.0,0.07935239676385704
199,PA,140,4644,0.4772867420349435,139,66.34285714285714,45,0.7982721559883396,2,1.5227132579650566,80115.0,0.0790206991670675
200,PA,140,4459,0.45827338129496403,139,63.7,43,0.8219901208434941,2,1.541726618705036,75053.0,0.07853100119586688
201,PA,140,4224,0.4341212744090442,139,60.34285714285714,41,0.8305902617069238,2,1.5658787255909559,67103.0,0.07807477686969475
202,PA,140,3939,0.40483042137718395,139,56.27142857142857,37,0.8439445849910021,2,1.595169578622816,58255.0,0.07747834750632135
203,PA,140,3604,0.37040082219938336,139,51.48571428571429,34,0.8552775772785147,2,1.6295991778006167,48442.0,0.07675786435435941
204,PA,140,3219,0.3308324768756423,139,45.98571428571429,29,0.8668016253079182,2,1.6691675231243577,38131.0,0.07594416805679546
205,PA,140,2784,0.28612538540596094,139,39.77142857142857,24,0.8801488430074423,2,1.7138746145940391,28024.0,0.07496015462242445
206,PA,140,2299,0.23627954779033916,139,32.84285714285714,19,0.8970647420629567,2,1.7637204522096608,18720.0,0.07371292185638291
207,PA,140,1764,0.18129496402877698,139,25.2,14,0.9178412956029787,2,1.8187050359712231,10687.0,0.0721795058721902
208,PA,140,1179,0.12117163412127441,139,16.84285714285714,9,0.942919602389656,2,1.8788283658787255,4518.0,0.07018459049005352
209,PA,140,544,0.05590955806783145,139,7.771428571428571,4,0.9726541686323413,2,1.9440904419321685,803.0,0.0672829224049378
210,PA,150,149,0.013333333333333334,20,1.9866666666666666,1,0.0,12,5.151498881431768,0.0,0.042974429946971135
211,PA,150,864,0.07731543624161073,58,11.52,6,0.1690012168659526,4,2.250469798657718,664.0,0.06748019751653833
212,PA,150,1529,0.13682326621923938,68,20.386666666666667,11,0.2366954714527894,3,1.9294854586129755,2937.0,0.07137766609343417
213,PA,150,2144,0.19185682326621925,82,28.586666666666666,16,0.2968306680864984,3,1.8170022371364654,6949.0,0.07357017027431645
214,PA,150,2709,0.24241610738255034,91,36.12,21,0.32933906473061003,3,1.7579418344519016,12079.0,0.07542021245388976
215,PA,150,3224,0.2885011185682327,106,42.986666666666665,26,0.3898380577658973,3,1.7115883668903804,19721.0,0.07615873743815879
216,PA,150,3689,0.3301118568232662,112,49.18666666666667,31,0.4409517314137622,2,1.6698881431767338,29021.0,0.07657631882022177
217,PA,150,4104,0.367248322147651,121,54.72,35,0.47645859805824065,2,1.632751677852349,37996.0,0.0772960843227522
218,PA,150,4469,0.39991051454138704,118,59.586666666666666,39,0.5123415675217897,2,1.600089485458613,48076.0,0.07761144303518852
219,PA,150,4784,0.4280984340044743,123,63.78666666666667,42,0.549605559085477,2,1.5719015659955258,58483.0,0.07779142003758614
220,PA,150,5049,0.45181208053691274,131,67.32,45,0.5807291290237342,2,1.5481879194630872,68044.0,0.0780415612478139
221,PA,150,5264,0.4710514541387025,136,70.18666666666667,47,0.6135399885012288,2,1.5289485458612975,77435.0,0.07809204977545718
222,PA,150,5429,0.4858165548098434,138,72.38666666666667,49,0.6520610816980456,2,1.5141834451901566,86991.0,0.07791248390570726
